Type,Word,Prior Polarity
strongsubj,gawky,negative
strongsubj,geezer,negative
weaksubj,gem,positive
weaksubj,gem,positive
weaksubj,gems,positive
weaksubj,gems,positive
strongsubj,generosity,positive
strongsubj,generous,positive
strongsubj,generously,positive
weaksubj,genial,positive
strongsubj,genius,positive
strongsubj,genocide,negative
strongsubj,genocide,negative
weaksubj,gentle,positive
weaksubj,genuine,positive
weaksubj,germane,positive
weaksubj,gestures,neutral
weaksubj,gestures,neutral
strongsubj,get-rich,negative
strongsubj,get-rich,negative
strongsubj,ghastly,negative
weaksubj,ghetto,negative
weaksubj,giant,neutral
weaksubj,giant,neutral
weaksubj,giants,neutral
weaksubj,giants,neutral
strongsubj,gibber,negative
strongsubj,gibberish,negative
strongsubj,gibe,negative
strongsubj,giddy,positive
strongsubj,gifted,positive
weaksubj,gigantic,neutral
strongsubj,glad,positive
strongsubj,gladden,positive
strongsubj,gladly,positive
strongsubj,gladness,positive
strongsubj,glamorous,positive
strongsubj,glare,negative
strongsubj,glare,negative
strongsubj,glaring,negative
strongsubj,glaringly,negative
strongsubj,glean,neutral
strongsubj,glee,positive
strongsubj,gleeful,positive
strongsubj,gleefully,positive
strongsubj,glib,negative
strongsubj,glibly,negative
strongsubj,glimmer,positive
strongsubj,glimmer,positive
strongsubj,glimmer,positive
strongsubj,glimmering,positive
strongsubj,glisten,positive
strongsubj,glisten,positive
strongsubj,glistening,positive
weaksubj,glitch,negative
strongsubj,glitter,positive
strongsubj,glitter,positive
strongsubj,gloat,both
strongsubj,gloatingly,negative
strongsubj,gloom,negative
strongsubj,gloomy,negative
strongsubj,glorify,positive
strongsubj,glorious,positive
strongsubj,gloriously,positive
strongsubj,glory,positive
strongsubj,glory,positive
strongsubj,gloss,negative
strongsubj,glossy,positive
strongsubj,glow,positive
strongsubj,glower,negative
strongsubj,glowing,positive
strongsubj,glowingly,positive
strongsubj,glum,negative
weaksubj,glut,negative
weaksubj,gnawing,negative
weaksubj,go-ahead,positive
weaksubj,go-ahead,positive
strongsubj,goad,negative
strongsubj,goading,negative
strongsubj,god-awful,negative
strongsubj,god-given,positive
strongsubj,goddam,negative
strongsubj,goddamn,negative
strongsubj,godlike,positive
weaksubj,gold,positive
weaksubj,golden,positive
weaksubj,good,positive
weaksubj,goodly,positive
strongsubj,goodness,positive
strongsubj,goodwill,positive
strongsubj,goodwill,positive
strongsubj,goof,negative
strongsubj,goof,negative
strongsubj,gorgeous,positive
strongsubj,gorgeously,positive
strongsubj,gossip,negative
strongsubj,gossip,negative
strongsubj,gossip,negative
strongsubj,grace,positive
strongsubj,graceful,positive
strongsubj,gracefully,positive
strongsubj,graceless,negative
strongsubj,gracelessly,negative
strongsubj,gracious,positive
strongsubj,graciously,positive
strongsubj,graciousness,positive
weaksubj,graft,negative
weaksubj,grail,positive
weaksubj,grail,positive
weaksubj,grand,positive
strongsubj,grandeur,positive
strongsubj,grandiose,negative
weaksubj,grapple,negative
strongsubj,grate,negative
strongsubj,grateful,positive
strongsubj,grateful,positive
strongsubj,gratefully,positive
strongsubj,gratification,positive
strongsubj,gratify,positive
strongsubj,gratifying,positive
strongsubj,gratifyingly,positive
strongsubj,grating,negative
strongsubj,gratitude,positive
strongsubj,gratitude,positive
strongsubj,gratuitous,negative
strongsubj,gratuitous,negative
strongsubj,gratuitously,negative
strongsubj,grave,negative
strongsubj,gravely,negative
strongsubj,great,positive
strongsubj,greatest,positive
strongsubj,greatly,neutral
strongsubj,greatness,positive
strongsubj,greed,negative
strongsubj,greedy,negative
strongsubj,greet,positive
strongsubj,grief,negative
strongsubj,grievance,negative
strongsubj,grievances,negative
strongsubj,grievances,negative
strongsubj,grieve,negative
strongsubj,grieving,negative
strongsubj,grievous,negative
strongsubj,grievously,negative
weaksubj,grill,negative
strongsubj,grim,negative
strongsubj,grimace,negative
strongsubj,grin,positive
strongsubj,grind,negative
strongsubj,grind,negative
strongsubj,gripe,negative
strongsubj,gripe,negative
strongsubj,grisly,negative
strongsubj,grit,positive
strongsubj,grit,positive
weaksubj,gritty,negative
weaksubj,groove,positive
weaksubj,gross,negative
strongsubj,grossly,negative
strongsubj,grotesque,negative
strongsubj,grouch,negative
strongsubj,grouchy,negative
strongsubj,groundbreaking,positive
strongsubj,groundbreaking,positive
strongsubj,groundless,negative
strongsubj,grouse,negative
weaksubj,growing,neutral
strongsubj,growl,negative
strongsubj,grudge,negative
strongsubj,grudges,negative
strongsubj,grudges,negative
strongsubj,grudging,negative
strongsubj,grudgingly,negative
strongsubj,gruesome,negative
strongsubj,gruesomely,negative
strongsubj,gruff,negative
strongsubj,grumble,negative
weaksubj,guarantee,positive
weaksubj,guarantee,positive
weaksubj,guardian,positive
weaksubj,guidance,positive
weaksubj,guidance,positive
strongsubj,guile,negative
strongsubj,guilt,negative
strongsubj,guiltless,positive
weaksubj,guilty,negative
strongsubj,guiltily,negative
strongsubj,gullible,negative
weaksubj,gush,positive
strongsubj,gumption,positive
strongsubj,gusto,positive
strongsubj,gutsy,positive
strongsubj,haggard,negative
strongsubj,haggle,negative
strongsubj,hail,positive
strongsubj,halcyon,positive
strongsubj,hale,positive
strongsubj,halfhearted,negative
strongsubj,halfheartedly,negative
weaksubj,halfway,neutral
weaksubj,halfway,neutral
strongsubj,hallowed,positive
strongsubj,hallucinate,negative
strongsubj,hallucination,negative
weaksubj,halt,neutral
strongsubj,hamper,negative
strongsubj,hamstring,negative
strongsubj,hamstrung,negative
weaksubj,handicapped,negative
strongsubj,handily,positive
strongsubj,handsome,positive
strongsubj,handy,positive
strongsubj,hanker,positive
strongsubj,hapless,negative
weaksubj,haphazard,negative
strongsubj,happily,positive
strongsubj,happiness,positive
strongsubj,happy,positive
strongsubj,harangue,negative
weaksubj,harass,negative
strongsubj,harassment,negative
strongsubj,harassment,negative
weaksubj,harboring,negative
weaksubj,harboring,negative
weaksubj,harbors,negative
weaksubj,harbors,negative
weaksubj,hard,negative
weaksubj,hard-hit,negative
strongsubj,hard-line,negative
strongsubj,hard-liner,negative
weaksubj,hard-working,positive
strongsubj,hardball,negative
strongsubj,hardball,negative
weaksubj,harden,negative
weaksubj,hardened,negative
strongsubj,hardheaded,negative
strongsubj,hardhearted,negative
strongsubj,hardier,positive
strongsubj,hardier,positive
weaksubj,hardliner,negative
weaksubj,hardliners,negative
weaksubj,hardliners,negative
strongsubj,hardly,negative
strongsubj,hardship,negative
strongsubj,hardships,negative
strongsubj,hardships,negative
weaksubj,hardy,positive
strongsubj,harm,negative
strongsubj,harm,negative
strongsubj,harmful,negative
strongsubj,harmless,positive
strongsubj,harmonious,positive
strongsubj,harmoniously,positive
strongsubj,harmonize,positive
strongsubj,harmony,positive
strongsubj,harmony,positive
strongsubj,harms,negative
strongsubj,harms,negative
strongsubj,harpy,negative
strongsubj,harridan,negative
strongsubj,harried,negative
strongsubj,harrow,negative
strongsubj,harsh,negative
strongsubj,harshly,negative
strongsubj,hassle,negative
strongsubj,haste,negative
strongsubj,haste,negative
strongsubj,hasty,negative
weaksubj,hasty,negative
strongsubj,hate,negative
strongsubj,hater,negative
strongsubj,hateful,negative
strongsubj,hatefully,negative
strongsubj,hatefulness,negative
strongsubj,haughtily,negative
strongsubj,haughty,negative
strongsubj,hatred,negative
weaksubj,haunt,negative
strongsubj,haunting,negative
strongsubj,haven,positive
strongsubj,havoc,negative
strongsubj,hawkish,negative
strongsubj,hawkish,negative
weaksubj,hazard,negative
weaksubj,hazard,negative
weaksubj,hazardous,negative
weaksubj,hazy,negative
weaksubj,headache,negative
weaksubj,headaches,negative
weaksubj,headaches,negative
weaksubj,headway,positive
strongsubj,heady,positive
weaksubj,heal,positive
strongsubj,healthful,positive
weaksubj,healthy,positive
weaksubj,healthy,positive
weaksubj,heart,positive
strongsubj,heartbreak,negative
strongsubj,heartbreaker,negative
strongsubj,heartbreaking,negative
strongsubj,heartbreakingly,negative
strongsubj,hearten,positive
strongsubj,heartening,positive
strongsubj,heartfelt,positive
strongsubj,heartily,positive
strongsubj,heartless,negative
strongsubj,heartrending,negative
strongsubj,heartwarming,positive
strongsubj,heathen,negative
strongsubj,heathen,negative
weaksubj,heaven,positive
strongsubj,heavenly,positive
strongsubj,heavily,negative
weaksubj,heavy-duty,neutral
strongsubj,heavy-handed,negative
strongsubj,heavyhearted,negative
strongsubj,heck,negative
strongsubj,heck,negative
strongsubj,heckle,negative
weaksubj,hectic,negative
strongsubj,hedge,negative
strongsubj,hedonistic,negative
strongsubj,heedless,negative
weaksubj,hefty,neutral
weaksubj,hegemonism,negative
weaksubj,hegemonism,negative
strongsubj,hegemonistic,negative
strongsubj,hegemony,negative
weaksubj,hegemony,negative
weaksubj,hegemony,negative
strongsubj,heinous,negative
strongsubj,hell,negative
strongsubj,hell-bent,negative
strongsubj,hellion,negative
weaksubj,help,positive
weaksubj,help,positive
weaksubj,help,positive
weaksubj,helpful,positive
weaksubj,helpless,negative
weaksubj,helplessly,negative
weaksubj,helplessness,negative
strongsubj,herald,positive
strongsubj,heresy,negative
strongsubj,heretic,negative
strongsubj,heretical,negative
strongsubj,hero,positive
strongsubj,heroic,positive
strongsubj,heroic,positive
strongsubj,heroically,positive
strongsubj,heroine,positive
strongsubj,heroize,positive
strongsubj,heros,positive
strongsubj,hesitant,negative
strongsubj,hideous,negative
strongsubj,hideously,negative
strongsubj,hideousness,negative
weaksubj,high,neutral
weaksubj,high-powered,neutral
weaksubj,high-quality,positive
strongsubj,highlight,positive
strongsubj,highlight,positive
strongsubj,hilarious,positive
strongsubj,hilariously,positive
strongsubj,hilariousness,positive
strongsubj,hilarity,positive
strongsubj,hinder,negative
strongsubj,hindrance,negative
weaksubj,historic,positive
strongsubj,hm,neutral
strongsubj,hmm,neutral
strongsubj,hoard,negative
strongsubj,hoax,negative
weaksubj,hobble,negative
weaksubj,hole,negative
strongsubj,hollow,negative
weaksubj,holy,positive
strongsubj,homage,positive
strongsubj,honest,positive
weaksubj,honest,positive
strongsubj,honestly,positive
strongsubj,honesty,positive
strongsubj,honesty,positive
weaksubj,honeymoon,positive
weaksubj,honor,positive
weaksubj,honor,positive
strongsubj,honor,positive
strongsubj,honorable,positive
strongsubj,hoodwink,negative
strongsubj,hope,positive
strongsubj,hope,positive
strongsubj,hope,positive
strongsubj,hopeful,positive
strongsubj,hopefully,positive
strongsubj,hopefulness,positive
strongsubj,hopeless,negative
strongsubj,hopelessly,negative
strongsubj,hopelessness,negative
strongsubj,hopes,positive
strongsubj,hopes,positive
weaksubj,horde,negative
strongsubj,horrendous,negative
strongsubj,horrendously,negative
strongsubj,horrible,negative
strongsubj,horrible,negative
strongsubj,horribly,negative
strongsubj,horrid,negative
strongsubj,horrific,negative
strongsubj,horrifically,negative
strongsubj,horrify,negative
strongsubj,horrify,negative
strongsubj,horrifying,negative
strongsubj,horrifyingly,negative
strongsubj,horror,negative
strongsubj,horrors,negative
strongsubj,hospitable,positive
weaksubj,hostage,negative
weaksubj,hostile,negative
weaksubj,hostile,negative
weaksubj,hostilities,negative
weaksubj,hostilities,negative
strongsubj,hostility,negative
strongsubj,hostility,negative
weaksubj,hot,positive
strongsubj,hothead,negative
strongsubj,hotheaded,negative
strongsubj,hotbeds,negative
strongsubj,hotbeds,negative
weaksubj,hothouse,negative
weaksubj,hothouse,negative
weaksubj,however,neutral
strongsubj,hubris,negative
strongsubj,huckster,negative
strongsubj,hug,positive
strongsubj,hug,positive
weaksubj,huge,neutral
strongsubj,humane,positive
strongsubj,humane,positive
weaksubj,humanists,positive
weaksubj,humanists,positive
weaksubj,humanity,positive
strongsubj,humankind,positive
strongsubj,humble,positive
strongsubj,humbling,negative
strongsubj,humiliate,negative
strongsubj,humiliating,negative
strongsubj,humiliation,negative
strongsubj,humility,positive
strongsubj,humor,positive
strongsubj,humorous,positive
strongsubj,humorously,positive
strongsubj,humour,positive
strongsubj,humour,positive
strongsubj,humourous,positive
strongsubj,hunger,negative
weaksubj,hungry,negative
weaksubj,hurt,negative
weaksubj,hurt,negative
weaksubj,hurtful,negative
weaksubj,hustler,negative
weaksubj,hypnotize,neutral
strongsubj,hypocrisy,negative
strongsubj,hypocrite,negative
strongsubj,hypocrites,negative
strongsubj,hypocritical,negative
strongsubj,hypocritically,negative
strongsubj,hysteria,negative
strongsubj,hysteric,negative
strongsubj,hysterical,negative
strongsubj,hysterically,negative
strongsubj,hysterics,negative
weaksubj,icy,negative
weaksubj,idea,neutral
weaksubj,idea,neutral
strongsubj,ideal,positive
strongsubj,ideal,positive
weaksubj,idealism,positive
weaksubj,idealist,positive
strongsubj,idealize,positive
strongsubj,ideally,positive
strongsubj,idiocies,negative
strongsubj,idiocy,negative
strongsubj,idiot,negative
strongsubj,idiotic,negative
strongsubj,idiotically,negative
strongsubj,idiots,negative
weaksubj,idle,negative
strongsubj,idol,positive
strongsubj,idol,positive
strongsubj,idolize,positive
strongsubj,idolized,positive
strongsubj,idyllic,positive
weaksubj,ignite,neutral
strongsubj,ignoble,negative
strongsubj,ignominious,negative
strongsubj,ignominiously,negative
strongsubj,ignominy,negative
weaksubj,ignore,negative
strongsubj,ignorance,negative
strongsubj,ignorance,negative
strongsubj,ignorant,negative
strongsubj,ignorant,negative
